Acession;Virus;Genotype;Country;Date;Size
AY484634;Dengue Serotype 2;Genotype III - Southern Asian-American;Suriname;1986;1404
AY484635;Dengue Serotype 2;Genotype III - Southern Asian-American;Suriname;1986;1404
AY484636;Dengue Serotype 2;Genotype III - Southern Asian-American;USA;1998;1404
AY484637;Dengue Serotype 2;Genotype III - Southern Asian-American;Suriname;1986;1404
AY484638;Dengue Serotype 2;Genotype III - Southern Asian-American;Bahamas;1989;1404
AY484639;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1986;1404
AY484640;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1987;1404
AY484641;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1988;1404
AY484642;Dengue Serotype 2;Genotype III - Southern Asian-American;Guyana;2000;1404
AY484643;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1986;1404
AY484644;Dengue Serotype 2;Genotype III - Southern Asian-American;Colombia;1993;1404
AY484645;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1989;1404
AY484646;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1996;1404
AY484647;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1986;1404
AY484648;Dengue Serotype 2;Genotype III - Southern Asian-American;Barbados;1987;1404
AY484649;Dengue Serotype 2;Genotype III - Southern Asian-American;Ecuador;2000;1404
AY484650;Dengue Serotype 2;Genotype III - Southern Asian-American;Barbados;1988;1404
AY484651;Dengue Serotype 2;Genotype III - Southern Asian-American;Ecuador;2000;1404
AY484652;Dengue Serotype 2;Genotype III - Southern Asian-American;Suriname;1986;1404
AY484653;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;2000;1404
AY484654;Dengue Serotype 2;Genotype III - Southern Asian-American;Suriname;1993;1404
AY484655;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;1990;1404
AY484656;Dengue Serotype 2;Genotype III - Southern Asian-American;Dominica;1995;1404
AY484657;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1996;1404
AY484658;Dengue Serotype 2;Genotype III - Southern Asian-American;Netherlands Antilles;1993;1404
AY484659;Dengue Serotype 2;Genotype III - Southern Asian-American;Trinidad and Tobago;1986;1404
AY484660;Dengue Serotype 2;Genotype III - Southern Asian-American;Suriname;1999;1404
AY484661;Dengue Serotype 2;Could not assign;Honduras;1986;1404
AY484662;Dengue Serotype 2;Genotype I - American;Honduras;1991;1404
AY484663;Dengue Serotype 2;Genotype I - American;Honduras;1991;1404
AY484664;Dengue Serotype 2;Genotype I - American;Honduras;1991;1404
AY484665;Dengue Serotype 2;Genotype I - American;Honduras;1991;1404
AY484666;Dengue Serotype 2;Genotype I - American;El Salvador;1987;1404
AY484667;Dengue Serotype 2;Genotype I - American;Trinidad and Tobago;1981;1404
AY512567;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;1988;1485
AY512568;Dengue Serotype 2;Could not assign;Philippines;1998;1485
AY512569;Dengue Serotype 2;Could not assign;Philippines;1995;1485
AY566679;Dengue Serotype 2;Could not assign;Brazil;1940;291
AY566681;Dengue Serotype 2;Could not assign;Brazil;1940;291
AY566684;Dengue Serotype 2;Could not assign;Brazil;1940;291
AY566685;Dengue Serotype 2;Could not assign;Brazil;1940;291
AY577430;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1995;1485
AY577431;Dengue Serotype 2;Genotype III - Southern Asian-American;Colombia;1992;1485
AY577432;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;1991;1485
AY577433;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;1996;1485
AY577434;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;1996;1485
AY577435;Dengue Serotype 2;Genotype V - Asian I;Thailand;1996;1485
AY577436;Dengue Serotype 2;Genotype V - Asian I;Thailand;1996;1485
AY577437;Dengue Serotype 2;Genotype V - Asian I;Thailand;1994;1485
AY577438;Dengue Serotype 2;Genotype V - Asian I;Thailand;1996;1485
AY577439;Dengue Serotype 2;Genotype I - American;Peru;1996;1485
AY593218;Dengue Serotype 2;Could not assign;India;1993;350
AY593219;Dengue Serotype 2;Could not assign;India;1996;350
AY593220;Dengue Serotype 2;Could not assign;India;1996;350
AY593221;Dengue Serotype 2;Could not assign;India;1967;406
AY593222;Dengue Serotype 2;Could not assign;India;1960;350
AY593223;Dengue Serotype 2;Could not assign;India;1963;350
AY593224;Dengue Serotype 2;Could not assign;India;1964;350
AY593225;Dengue Serotype 2;Could not assign;India;1971;350
AY593226;Dengue Serotype 2;Could not assign;India;1971;350
AY593227;Dengue Serotype 2;Could not assign;India;1974;350
AY593228;Dengue Serotype 2;Could not assign;India;1956;350
AY593234;Dengue Serotype 2;Could not assign;India;1996;420
AY593235;Dengue Serotype 2;Could not assign;India;1996;405
AY593236;Dengue Serotype 2;Could not assign;India;1996;402
AY593237;Dengue Serotype 2;Could not assign;India;1996;405
AY593238;Dengue Serotype 2;Could not assign;India;1996;391
AY593239;Dengue Serotype 2;Could not assign;India;1993;490
AY593240;Dengue Serotype 2;Could not assign;India;1996;490
AY593241;Dengue Serotype 2;Could not assign;India;1996;490
AY593242;Dengue Serotype 2;Could not assign;India;1996;388
AY593243;Dengue Serotype 2;Could not assign;India;1996;396
AY593244;Dengue Serotype 2;Could not assign;India;1967;391
AY593245;Dengue Serotype 2;Could not assign;India;1960;490
AY593246;Dengue Serotype 2;Could not assign;India;1963;490
AY593247;Dengue Serotype 2;Could not assign;India;1964;490
AY593248;Dengue Serotype 2;Could not assign;India;1964;490
AY593249;Dengue Serotype 2;Could not assign;India;1974;490
AY593250;Dengue Serotype 2;Could not assign;India;1971;490
AY593251;Dengue Serotype 2;Could not assign;India;1974;490
AY593252;Dengue Serotype 2;Could not assign;India;1956;490
AY603661;Dengue Serotype 2;Could not assign;Mexico;1940;450
AY603662;Dengue Serotype 2;Could not assign;Mexico;1940;450
AY612202;Dengue Serotype 2;Could not assign;Thailand;1997;339
AY612203;Dengue Serotype 2;Could not assign;Thailand;1999;339
AY612204;Dengue Serotype 2;Could not assign;Thailand;1991;339
AY612205;Dengue Serotype 2;Could not assign;Thailand;1991;339
AY612206;Dengue Serotype 2;Could not assign;Thailand;1940;339
AY612207;Dengue Serotype 2;Could not assign;Thailand;1940;339
AY612208;Dengue Serotype 2;Could not assign;Thailand;1940;339
AY612212;Dengue Serotype 2;Could not assign;Thailand;1999;490
AY612213;Dengue Serotype 2;Could not assign;Thailand;1999;490
AY612214;Dengue Serotype 2;Could not assign;Thailand;1991;490
AY612215;Dengue Serotype 2;Could not assign;Thailand;1991;490
AY642588;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2151
AY644452;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2271
AY692465;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
AY692466;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
AY692467;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
AY692468;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
AY692469;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
AY692470;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
AY692471;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
AY702034;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;10722
AY702035;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;10722
AY702036;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;10722
AY702037;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;10722
AY702038;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;10722
AY702039;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;10722
AY702040;Dengue Serotype 2;Genotype I - American;Colombia;1986;10675
AY702041;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702042;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702043;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702044;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702045;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702046;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702047;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702048;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702049;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702050;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702051;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702052;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702053;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702054;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702055;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702056;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702057;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702058;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702059;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY702060;Dengue Serotype 2;Genotype III - Southern Asian-American;Cuba;1997;1485
AY706002;Dengue Serotype 2;Genotype II - Cosmopolitan;Papua New Guinea;2001;1674
AY706003;Dengue Serotype 2;Genotype II - Cosmopolitan;Australia;2004;1491
AY706004;Dengue Serotype 2;Genotype II - Cosmopolitan;East Timor;2005;1491
AY706005;Dengue Serotype 2;Genotype II - Cosmopolitan;Australia;2003;1689
AY706006;Dengue Serotype 2;Genotype II - Cosmopolitan;East Timor;2004;1491
AY706007;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2003;1694
AY706008;Dengue Serotype 2;Genotype II - Cosmopolitan;Australia;2004;1491
AY706009;Dengue Serotype 2;Genotype V - Asian I;Thailand;2001;1519
AY706010;Dengue Serotype 2;Genotype II - Cosmopolitan;Papua New Guinea;2003;1672
AY706011;Dengue Serotype 2;Genotype II - Cosmopolitan;Australia;2003;1694
AY706012;Dengue Serotype 2;Genotype II - Cosmopolitan;Australia;2003;1485
AY706013;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2003;1491
AY706014;Dengue Serotype 2;Genotype V - Asian I;Australia;2003;1491
AY706015;Dengue Serotype 2;Genotype II - Cosmopolitan;Australia;2003;1491
AY706016;Dengue Serotype 2;Genotype II - Cosmopolitan;East Timor;2002;1674
AY706017;Dengue Serotype 2;Genotype V - Asian I;Australia;2002;1674
AY706094;Dengue Serotype 2;Could not assign;India;2003;454
AY706095;Dengue Serotype 2;Could not assign;India;2003;454
AY714061;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2271
AY714062;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2271
AY744147;Dengue Serotype 2;Genotype I - American;Tonga;1974;10713
AY744148;Dengue Serotype 2;Genotype I - American;Tonga;1974;15159
AY744149;Dengue Serotype 2;Genotype I - American;Tonga;1974;15129
AY744150;Dengue Serotype 2;Genotype I - American;Tonga;1974;15129
AY775303;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2150
AY775304;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2171
AY775305;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2158
AY775306;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2138
AY775307;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2172
AY776328;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;1940;10485
AY778960;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2173
AY778961;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;1940;2289
AY786366;Dengue Serotype 2;Could not assign;Philippines;1995;1983
AY786367;Dengue Serotype 2;Could not assign;Philippines;1995;1983
AY786368;Dengue Serotype 2;Could not assign;Philippines;1995;1983
AY786369;Dengue Serotype 2;Could not assign;Philippines;1996;1983
AY786370;Dengue Serotype 2;Could not assign;Philippines;1996;1983
AY786371;Dengue Serotype 2;Could not assign;Philippines;1998;1983
AY786372;Dengue Serotype 2;Could not assign;Philippines;1998;1983
AY786373;Dengue Serotype 2;Could not assign;Philippines;1999;1983
AY786374;Dengue Serotype 2;Could not assign;Philippines;2000;1983
AY786375;Dengue Serotype 2;Could not assign;Philippines;2000;1983
AY786376;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786377;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786378;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786379;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786380;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786381;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786382;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786383;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786384;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786385;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786386;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786387;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786388;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786389;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786390;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786391;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786392;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786393;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786394;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2001;1983
AY786395;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2002;1983
AY786396;Dengue Serotype 2;Could not assign;Philippines;1995;1983
AY786397;Dengue Serotype 2;Could not assign;Philippines;2000;1983
AY786398;Dengue Serotype 2;Could not assign;Philippines;2001;1983
AY786399;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;1998;1983
AY786400;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;1998;1983
AY786401;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;1999;1983
AY786402;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;1999;1983
AY786403;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2000;1983
AY786404;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2000;1983
AY786405;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2000;1983
AY786406;Dengue Serotype 2;Genotype II - Cosmopolitan;Philippines;2000;1983
AY858035;Dengue Serotype 2;Genotype II - Cosmopolitan;Indonesia;2004;10723
AY858036;Dengue Serotype 2;Genotype II - Cosmopolitan;Indonesia;2004;10723
AY871813;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2004;1485
AY871815;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2004;1056
D00345;Dengue Serotype 2;Genotype V - Asian I;Thailand;1980;2038
D44542;Dengue Serotype 2;Could not assign;Thailand;1993;240
D44543;Dengue Serotype 2;Could not assign;Thailand;1993;240
D44544;Dengue Serotype 2;Could not assign;Thailand;1993;240
D44545;Dengue Serotype 2;Could not assign;Thailand;1993;240
D45388;Dengue Serotype 2;Could not assign;Thailand;1993;223
D45389;Dengue Serotype 2;Could not assign;Thailand;1993;223
D45394;Dengue Serotype 2;Could not assign;Mexico;1983;223
DQ070873;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2001;500
DQ181797;Dengue Serotype 2;Genotype V - Asian I;Thailand;2001;10723
DQ181798;Dengue Serotype 2;Genotype V - Asian I;Thailand;1999;10723
DQ181799;Dengue Serotype 2;Genotype V - Asian I;Thailand;1998;10723
DQ181800;Dengue Serotype 2;Genotype V - Asian I;Thailand;1995;10723
DQ181801;Dengue Serotype 2;Genotype III - Southern Asian-American;Thailand;1990;10723
DQ181802;Dengue Serotype 2;Genotype V - Asian I;Thailand;1988;10723
DQ181803;Dengue Serotype 2;Genotype V - Asian I;Thailand;1985;10723
DQ181804;Dengue Serotype 2;Genotype V - Asian I;Thailand;1984;10723
DQ181805;Dengue Serotype 2;Genotype V - Asian I;Thailand;1979;10723
DQ181806;Dengue Serotype 2;Genotype V - Asian I;Thailand;1974;10723
DQ181807;Dengue Serotype 2;Genotype V - Asian I;Thailand;1980;1485
DQ181808;Dengue Serotype 2;Genotype V - Asian I;Thailand;1979;1485
DQ181809;Dengue Serotype 2;Genotype V - Asian I;Thailand;1979;1485
DQ181810;Dengue Serotype 2;Genotype V - Asian I;Thailand;1978;1485
DQ181811;Dengue Serotype 2;Genotype V - Asian I;Thailand;1978;1485
DQ181812;Dengue Serotype 2;Genotype V - Asian I;Thailand;1977;1485
DQ181813;Dengue Serotype 2;Genotype V - Asian I;Thailand;1977;1485
DQ181814;Dengue Serotype 2;Genotype V - Asian I;Thailand;1976;1485
DQ181815;Dengue Serotype 2;Genotype V - Asian I;Thailand;1976;1485
DQ181816;Dengue Serotype 2;Genotype V - Asian I;Thailand;1974;1485
DQ181817;Dengue Serotype 2;Genotype V - Asian I;Thailand;1983;1485
DQ181818;Dengue Serotype 2;Genotype III - Southern Asian-American;Thailand;1983;1485
DQ181819;Dengue Serotype 2;Genotype V - Asian I;Thailand;1982;1485
DQ181820;Dengue Serotype 2;Genotype III - Southern Asian-American;Thailand;1982;1485
DQ181821;Dengue Serotype 2;Genotype V - Asian I;Thailand;1982;1485
DQ181822;Dengue Serotype 2;Genotype V - Asian I;Thailand;1982;1485
DQ181823;Dengue Serotype 2;Genotype V - Asian I;Thailand;1981;1485
